source,1h,24h,7d
nyt,6,128,285
nypost,5,67,78
missionlocal,1,3,31
bbc,0,86,225
wsj,0,73,246
latimes,0,22,144
cbc,0,18,39
startribune,0,10,10
wapo,0,5,14
48hills,0,2,10
eltecolote,0,0,0
toi,0,0,0
