source,1h,24h,7d
nypost,7,57,80
nyt,4,88,283
wsj,2,24,247
wapo,1,7,12
bbc,0,35,257
cbc,0,8,39
startribune,0,8,8
latimes,0,7,142
missionlocal,0,2,31
48hills,0,0,10
eltecolote,0,0,1
toi,0,0,0
