source,1h,24h,7d
wsj,15,69,248
bbc,8,57,220
latimes,6,15,170
nyt,5,86,282
nypost,5,53,80
wapo,2,8,17
cbc,0,10,19
startribune,0,10,10
48hills,0,3,10
missionlocal,0,2,31
eltecolote,0,0,1
toi,0,0,0
