source,1h,24h,7d
nyt,6,91,236
wsj,4,47,214
bbc,2,51,182
nypost,1,63,80
wapo,1,9,25
startribune,1,6,7
latimes,0,23,100
cbc,0,16,32
missionlocal,0,7,24
48hills,0,2,10
eltecolote,0,1,3
toi,0,0,0
