source,1h,24h,7d
wsj,11,101,255
bbc,9,107,238
nypost,6,66,80
latimes,5,27,154
wapo,1,19,30
nyt,0,157,286
cbc,0,17,40
startribune,0,8,8
missionlocal,0,6,31
48hills,0,3,10
eltecolote,0,0,2
toi,0,0,0
